Course,Enrollment Date (UTC TimeZone),Started Date (UTC TimeZone),Completion Date (UTC TimeZone),Status,Progress %,Time Spent(minutes),Quiz_score,Centre Number,Centre Country,Completion Comment
Exams Officer UK Webinar - 12 December 2024,10/14/24 9:38,12/12/24 14:00,12/12/24 15:00,Completed,100,60,,63255,UK,
Exams Officer UK Webinar - April 3rd 2025,2/27/25 15:10,,,Not Started,0,0,,63255,UK,
Exams Officer UK Webinar - November 14 2024,10/14/24 9:38,,,Not Started,0,0,,63255,UK,
Exams Officer UK Webinar - October 17 2024,10/14/24 9:37,,,Not Started,0,0,,63255,UK,
Exams Officer UK Webinar - October 17 2024,10/9/24 14:37,10/17/24 13:00,10/17/24 14:00,Completed,100,60,,44113A,UK,
BTEC cohort declaration and VQ Learner Tracker Recording December 24,1/31/25 11:45,1/31/25 11:45,1/31/25 11:45,Completed,100,74.17,,51321,UK,
Recording of the Exams Officer UK Webinar - 13 February 2025,2/12/25 16:18,2/13/25 14:00,2/13/25 15:00,Completed,0,60,,51321,UK,
Centre Declaration of Interest,9/23/24 8:25,9/23/24 8:25,9/23/24 8:25,Completed,100,20.88,,68350,UK,
Exams Officer UK Webinar - September 26 2024,9/23/24 8:21,9/26/24 13:00,9/26/24 14:00,Completed,100,60,,68350,UK,
GQ Bitesize (UK) Module 10: Post-Results Services 2023/2024,9/23/24 9:28,9/23/24 9:28,9/23/24 9:33,Completed,100,4.6,30,68350,UK,
BTEC cohort declaration and VQ Learner Tracker Recording December 24,1/30/25 9:18,1/30/25 9:18,1/30/25 9:18,Completed,100,139.78,,53803,UK,
,5/9/23 16:05,10/14/24 9:43,,In Progress,0,0.15,0,52306,UK,
BTEC Bitesize Module 1: Intro to BTEC (2022/23),5/9/23 16:05,10/14/24 9:43,,In Progress,0,0.15,0,52306,UK,
BTEC Bitesize Module 2: Registrations (2022/23),5/9/23 16:05,,,Not Started,0,0,,52306,UK,
BTEC Bitesize Module 3: Entries & External Assessments (2022/23),5/9/23 16:05,,,Not Started,0,0,,52306,UK,
BTEC Bitesize Module 8: Making Claims (BTEC Results) (2022/23),5/9/23 16:05,,,Not Started,0,0,,52306,UK,
BTEC Bitesize Module 9: Eligibility (2022/23),5/9/23 16:05,,,Not Started,0,0,,52306,UK,
Exams Officer UK Webinar - April 3rd 2025,4/1/25 8:01,,,Not Started,0,0,,33239A,UK,
Exams Officer UK Webinar - 12 December 2024,9/17/24 9:10,,,Not Started,0,0,,10925,UK,
Exams Officer UK Webinar - September 26 2024,9/17/24 10:17,,,Not Started,0,0,,10925,UK,
Recording of the Exams Officer UK Webinar - 13 February 2025,2/6/25 14:20,,,Not Started,0,0,,10925,UK,
Welcome to Pearson - New to role Exams Officer ,9/17/24 10:20,9/17/24 10:21,,In Progress,28.57,4083.24,,10925,UK,
Recording of the EO International Webinar - 13 February 2025,2/7/25 12:57,2/28/25 4:40,2/28/25 10:43,Completed,100,348.2,,97101,United Arab Emirates,
Exams Officer UK Webinar - March 13 2025,2/14/25 12:11,,,Not Started,0,0,,37113,UK,
BTEC cohort declaration and VQ Learner Tracker Recording December 24,2/6/25 14:48,2/6/25 14:47,2/6/25 14:47,Completed,100,73.03,,37747A,UK,
Exams Officer UK Webinar - April 3rd 2025,3/19/25 14:58,,,Not Started,0,0,,37747A,UK,
Exams Officer UK Webinar - March 13 2025,2/17/25 13:11,3/13/25 14:00,3/13/25 15:00,Completed,100,60,,37747A,UK,Thank you for attending our EO Webinar for March 2025
Exams Officer UK Webinar - May 1st 2025,4/30/25 7:52,,,Not Started,0,0,,37747A,UK,
Recording of Exams Officer UK Webinar - January 2025,1/23/25 13:41,1/23/25 13:41,1/23/25 14:29,Completed,100,85.22,,37747A,UK,
Exams Officer UK Webinar - 16 January 2025,1/9/25 14:15,1/16/25 14:00,1/16/25 15:00,Completed,100,60,,54203,UK,attended live event
Exams Officer UK Webinar - September 26 2024,9/13/24 8:19,9/26/24 13:00,9/26/24 14:00,Completed,100,60,,54203,UK,
BTEC Bitesize Module 3: Entries & External Assessments (2023/24),6/12/24 11:00,6/12/24 11:00,10/25/24 8:32,Completed,100,6.1,30,5196,UK,
Bitesize Training - Pearson Onscreen Platform (POP Classroom LAN) (2023/24),6/12/24 9:14,6/12/24 9:15,6/12/24 9:44,Completed,100,29.6,30,5196,UK,
Bitesize Training - Pearson Onscreen Platform (POP Offline & Online) (2023/24),5/31/24 8:12,5/31/24 8:13,6/12/24 10:22,Completed,100,163.17,30,5196,UK,
Exams Officer UK Webinar - November 14 2024,10/25/24 8:23,11/14/24 14:00,11/14/24 15:00,Completed,100,60,,5196,UK,
Invigilation reminders (2023/24),5/30/24 11:28,5/30/24 11:28,5/30/24 11:29,Completed,100,1.08,30,5196,UK,
Recording of Exams Officer UK Webinar - October 2024,10/25/24 8:49,10/25/24 8:49,10/25/24 8:50,Completed,100,2.38,,5196,UK,
Exams Officer UK Webinar - April 3rd 2025,3/25/25 11:54,,,Not Started,0,0,,47206,UK,
Exams Officer UK Webinar - April 3rd 2025,4/3/25 13:33,4/3/25 14:13,,In Progress,0,0,0,61310,UK,
Exams Officer UK Webinar - March 13 2025,2/12/25 15:48,3/13/25 14:00,3/13/25 15:00,Completed,100,60,,58607,UK,Thank you for attending our EO Webinar for March 2025
VQ Learner Tracker and Claims Webinar,2/12/25 15:54,2/12/25 15:54,2/12/25 15:54,Completed,100,1.13,,58607,UK,
Recording of Exams Officer UK Webinar - April 3rd 2025,4/8/25 7:53,4/25/25 10:08,,In Progress,50,0.08,0,,PSQ Sales,
Recording of Exams Officer UK Webinar - October 2024,11/5/24 13:23,,,Unenrolled,0,0,,,PSQ Sales,
ResultsPlus: Accessing individual student results,11/6/24 15:44,,,Unenrolled,0,0,,,PSQ Sales,
VQ Learner Tracker and Claims Webinar,1/9/25 13:57,1/9/25 13:57,1/9/25 13:57,Completed,100,0,,32233,UK,
Exams Officer UK Webinar - September 26 2024,9/13/24 11:35,,,Not Started,0,0,,58331,UK,
Exams Officer UK Webinar - October 17 2024,10/10/24 11:26,,,Not Started,0,0,,20748 20748B,UK,
Exams Officer UK Webinar - 12 December 2024,10/28/24 8:13,,,Not Started,0,0,,61665,UK,
Exams Officer UK Webinar - November 14 2024,10/28/24 8:12,,,Not Started,0,0,,61665,UK,
Exams Officer UK Webinar - October 17 2024,10/10/24 12:45,,,Not Started,0,0,,61665,UK,
Exams Officer UK Webinar - September 26 2024,9/16/24 7:41,,,Not Started,0,0,,61665,UK,
Recording of Exams Officer UK Webinar - October 2024,10/28/24 8:14,10/28/24 8:14,10/28/24 8:36,Completed,100,60.15,,61665,UK,
Recording of the Exams Officer UK Webinar - 13 February 2025,1/31/25 7:00,2/13/25 14:00,2/13/25 15:00,Completed,0,60,,61665,UK,
Centre Declaration of Interest,3/13/25 0:14,3/13/25 0:14,3/13/25 0:14,Completed,100,50.1,,92547,Singapore,
Recording of  Exams Officer International Webinar - November 24 2023,11/27/23 5:47,11/27/23 5:47,11/27/23 5:47,Completed,100,0.53,,92547,Singapore,
International Exams Officer Webinar - 12 December 2024,11/25/24 19:56,,,Not Started,0,0,,92756,China,
BTEC Bitesize Module 3: Entries & External Assessments (2023/24),2/20/24 11:50,9/26/24 8:45,9/26/24 9:14,Completed,100,29.12,30,68830C,UK,
BTEC Bitesize Module 4: BTEC Amendments (2023/24) UK centres,1/19/24 9:13,9/26/24 9:18,9/26/24 9:39,Completed,100,21.07,30,68830C,UK,
GQ Bitesize (UK) Module 1: Entries  2023/2024,3/19/24 13:26,9/26/24 8:32,9/26/24 8:42,Completed,100,11.03,30,68830C,UK,
Welcome to Pearson - New to role Exams Officer ,3/19/24 12:54,,,Unenrolled,0,0,,68830C,UK,
Recording of the EO International Webinar - 13 February 2025,2/9/25 17:02,,,Not Started,0,0,,93237,Pakistan,
Exams Officer UK Webinar - 12 December 2024,11/25/24 8:57,,,Not Started,0,0,,41129,UK,
Exams Officer UK Webinar - October 17 2024,10/17/24 10:55,,,Not Started,0,0,,41129,UK,
Recording of the Exams Officer UK Webinar - 13 February 2025,2/12/25 15:37,,,Not Started,0,0,,41129,UK,
Welcome to Pearson - New to role Exams Officer ,5/1/25 7:34,5/1/25 7:34,,In Progress,7.14,3.3,,97879,Switzerland,
Exams Officer UK Webinar - 12 December 2024,10/15/24 11:57,,,Not Started,0,0,,44345,UK,
Exams Officer UK Webinar - March 13 2025,3/11/25 14:39,,,Not Started,0,0,,44345,UK,
Exams Officer UK Webinar - November 14 2024,10/15/24 11:57,,,Not Started,0,0,,44345,UK,
Exams Officer UK Webinar - October 17 2024,10/15/24 11:55,10/17/24 13:00,10/17/24 14:00,Completed,100,60,,44345,UK,
Recording of the EO International Webinar - 13 February 2025,2/13/25 3:39,2/13/25 9:00,2/13/25 10:00,Completed,0,60,,96700,Qatar,
Exams Officer UK Webinar - 16 January 2025,1/9/25 12:51,,,Not Started,0,0,,68741,UK,
Recording of the EO International Webinar - 13 February 2025,2/10/25 3:51,2/13/25 9:00,2/13/25 10:00,Completed,0,60,,91678,United Arab Emirates,
Recording of the Exams Officer International Webinar - October 24 2024,10/15/24 4:13,,,Not Started,0,0,,91678,United Arab Emirates,
CS: New Starter: Navigating around IQS,4/29/25 14:16,,,Not Started,0,0,,,UK,
International VQ Learner Tracking Briefing,11/14/24 11:34,11/14/24 11:35,11/14/24 11:35,Completed,100,1.05,,,UK,
VQ Learner Tracker and Claims Webinar,11/27/24 15:46,11/27/24 15:46,11/27/24 15:46,Completed,100,37.02,,,UK,
BTEC Bitesize: Intro to BTEC (2024/25),3/17/25 13:53,,,Not Started,0,0,,58717,UK,
BTEC Bitesize: Registrations (2024/25),3/17/25 13:53,,,Not Started,0,0,,58717,UK,
BTEC Tech Award  - Understanding the terminal rule,3/17/25 14:15,,,Not Started,0,0,,58717,UK,
BTEC Tech Awards - understanding the terminal rule and certification,3/17/25 13:54,,,Not Started,0,0,,58717,UK,
International Exams Officer Webinar - 12 December 2024,12/9/24 4:52,,,Not Started,0,0,,90696,United Arab Emirates,
Recording of the Exams Officer International Webinar - October 24 2024,12/12/24 4:20,12/12/24 4:20,12/12/24 4:20,Completed,100,5.72,,90696,United Arab Emirates,
Exams Officer UK Webinar - May 1st 2025,4/28/25 8:38,,,Not Started,0,0,,54269,UK,
Exams Officer UK Webinar - March 13 2025,2/19/25 16:54,3/13/25 14:00,3/13/25 15:00,Completed,100,60,,51409A,UK,Thank you for attending our EO Webinar for March 2025
Exams Officer UK Webinar - November 14 2024,11/13/24 15:54,11/14/24 14:00,11/14/24 15:00,Completed,100,60,,51409A,UK,
Exams Officer UK Webinar - September 26 2024,9/13/24 10:48,,,Not Started,0,0,,51409A,UK,
Exams Officer UK Webinar - March 13 2025,1/29/25 13:24,,,Not Started,0,0,,64220,UK,
Exams Officer UK Webinar - November 14 2024,11/5/24 14:48,,,Not Started,0,0,,43424,UK,
Exams Officer UK Webinar - 16 January 2025,1/10/25 14:25,1/16/25 14:00,1/16/25 15:00,Completed,100,60,,9920,UK,attended live event
Recording of Exams Officer UK Webinar - September 2024,10/10/24 14:25,10/10/24 14:25,,In Progress,0,0,,9920,UK,
Exams Officer UK Webinar - March 13 2025,2/11/25 14:31,,,Not Started,0,0,,67102,UK,
Recording of the Exams Officer UK Webinar - 13 February 2025,2/11/25 14:30,2/13/25 14:00,2/13/25 15:00,Completed,0,60,,67102,UK,
Exams Officer UK Webinar - 12 December 2024,11/25/24 13:31,12/12/24 14:00,12/12/24 15:00,Completed,100,60,,46205,UK,
Exams Officer UK Webinar - April 3rd 2025,3/21/25 11:36,4/4/25 8:49,4/4/25 8:50,Completed,100,2.02,6,46205,UK,
Exams Officer UK Webinar - November 14 2024,10/28/24 12:46,,,Not Started,0,0,,46205,UK,
EO International Webinar - 10th April 2025,2/28/25 1:55,4/11/25 0:37,,In Progress,0,0,,94270,China,
International Exams Officer Webinar - 12 December 2024,12/10/24 23:26,,,Not Started,0,0,,94270,China,
Recording of EO International Webinar - 10th April 2025,4/11/25 0:40,4/11/25 0:41,4/11/25 0:41,Completed,100,59.98,,94270,China,
Recording of the EO International Webinar - 13 February 2025,2/14/25 0:15,2/14/25 0:15,,In Progress,0,132.17,,94270,China,
Recording of the Exams Officer International Webinar - October 24 2024,10/18/24 2:11,,,Not Started,0,0,,94270,China,
GQ Bitesize (International) Introduction 2024/2025,10/31/24 12:14,,,Not Started,0,0,,,UK,
GQ Bitesize (International) Making Entries 2024/2025,10/31/24 12:16,,,Not Started,0,0,,,UK,
GQ/BTEC Bitesize (International) Modified Papers 2024/2025,10/31/24 12:18,,,Not Started,0,0,,,UK,
Exams Officer UK Webinar - November 14 2024,11/5/24 12:07,,,Not Started,0,0,,54431,UK,
Recording of the Exams Officer UK Webinar - 13 February 2025,2/7/25 10:29,,,Not Started,0,0,,54431,UK,
Exams Officer UK Webinar - April 3rd 2025,3/19/25 8:45,,,Not Started,0,0,,53837,UK,
Exams Officer UK Webinar - May 1st 2025,4/16/25 16:52,,,Not Started,0,0,,64395,UK,
Exams Officer UK Webinar - November 14 2024,10/31/24 13:42,11/14/24 14:00,11/14/24 15:00,Completed,100,60,,64395,UK,
Exams Officer UK Webinar - 16 January 2025,1/13/25 9:06,,,Not Started,0,0,,62429,UK,
EO International Webinar - 10th April 2025,4/10/25 9:07,,,Not Started,0,0,,94107,Kenya,
EO International Webinar - 10th July 2025,4/26/25 8:33,,,Not Started,0,0,,94107,Kenya,
Recording of the EO International Webinar - 13 February 2025,2/13/25 5:36,,,Not Started,0,0,,94107,Kenya,
Exams Officer UK Webinar - March 13 2025,2/28/25 23:10,,,Not Started,0,0,,34908,UK,
Exams Officer UK Webinar - May 1st 2025,4/28/25 8:47,,,Not Started,0,0,,58620,UK,
Exams Officer UK Webinar - March 13 2025,3/5/25 10:41,,,Not Started,0,0,,71669C,UK,
BTEC Bitesize Module 3: Entries & External Assessments (2023/24),2/20/24 11:50,9/24/24 9:26,,In Progress,0,19,,33333,UK,
Exams Officer UK Webinar - September 26 2024,9/23/24 9:59,,,Not Started,0,0,,33333,UK,
Exams Officer UK Webinar - 12 December 2024,11/28/24 11:05,12/12/24 14:00,12/12/24 15:00,Completed,100,60,,50645A 50645O,UK,
Exams Officer UK Webinar - March 13 2025,2/27/25 15:04,,,Not Started,0,0,,50645A 50645O,UK,
Exams Officer UK Webinar - November 14 2024,11/7/24 16:36,,,Not Started,0,0,,50645A 50645O,UK,
Exams Officer UK Webinar - September 26 2024,9/19/24 13:45,9/26/24 13:00,9/26/24 14:00,Completed,100,60,,50645A 50645O,UK,
Exams Officer UK Webinar - March 13 2025,3/5/25 16:47,,,Not Started,0,0,,42211,UK,
Recording of the Exams Officer UK Webinar - 13 February 2025,1/29/25 8:06,,,Not Started,0,0,,42211,UK,
Understanding Modular Cash in Codes and Entries for Pearson International GCSE,5/5/25 23:46,,,Not Started,0,0,,93540,Jordan,
Recording of the Exams Officer UK Webinar - 13 February 2025,1/31/25 15:16,2/13/25 14:00,2/13/25 15:00,Completed,0,60,,55381,UK,
Exams Officer UK Webinar - September 26 2024,9/13/24 12:15,,,Not Started,0,0,,66551,UK,
Recording of the Exams Officer UK Webinar - 13 February 2025,1/30/25 9:41,,,Not Started,0,0,,66551,UK,
Exams Officer UK Webinar - May 1st 2025,4/28/25 8:40,,,Not Started,0,0,,46453,UK,
Exams Officer UK Webinar - September 26 2024,9/12/24 15:14,,,Not Started,0,0,,56430,UK,
GQ Bitesize (UK) Modified Papers 2024/2025,1/23/25 14:39,1/23/25 14:39,1/23/25 14:50,Completed,100,10.47,40,56430,UK,
Exams Officer UK Webinar - October 17 2024,10/16/24 10:20,,,Not Started,0,0,,54456,UK,
Recording of Exams Officer UK Webinar - November 2024,5/4/25 14:00,,,Not Started,0,0,,95495,Libya,
Understanding Modular Cash in Codes and Entries for Pearson International GCSE,5/4/25 13:59,,,Not Started,0,0,,95495,Libya,
Recording of the EO International Webinar - 12 December 2024,12/18/24 1:42,12/18/24 1:42,12/18/24 16:55,Completed,100,1024.9,,98500,United States,
Recording of the Exams Officer UK Webinar - 13 February 2025,1/28/25 15:03,,,Not Started,0,0,,43121,UK,
Exams Officer UK Webinar - April 3rd 2025,4/3/25 4:55,,,Not Started,0,0,,93644,India,
Recording of Making entries for International GCSE's live event - 06 March 2024,2/28/25 3:31,2/28/25 3:31,2/28/25 3:31,Completed,100,0.25,,93644,India,
Recording of the EO International Webinar - 13 February 2025,2/13/25 9:13,,,Not Started,0,0,,93644,India,
Understanding Modular Cash in Codes and Entries for Pearson International GCSE,5/6/25 2:09,,,Not Started,0,0,,97808,Thailand,
BTEC Tech Award  - Understanding the terminal rule,1/20/25 9:16,,,Not Started,0,0,,51309,UK,
Exams Officer UK Webinar - 12 December 2024,11/25/24 9:51,,,Not Started,0,0,,51309,UK,
Exams Officer UK Webinar - April 3rd 2025,3/4/25 10:35,,,Not Started,0,0,,51309,UK,
Recording of Exams Officer UK Webinar - January 2025,1/20/25 9:08,3/4/25 10:21,,In Progress,0,0.08,,51309,UK,
Recording of Exams Officer UK Webinar - November 2024,1/20/25 9:12,,,Not Started,0,0,,51309,UK,
VQ Learner Tracker and Claims Webinar,1/14/25 11:26,,,Not Started,0,0,,51309,UK,
Welcome to Pearson - New to role Exams Officer ,1/14/25 11:25,1/20/25 11:51,,In Progress,7.14,493.5,,51309,UK,
Edexcel Online Walkthrough: Printing Attendance Registers,5/2/25 9:02,5/2/25 9:02,5/2/25 9:02,Completed,100,0.17,,52334,UK,
Exams Officer UK Webinar - May 1st 2025,4/2/25 15:19,,,Not Started,0,0,,52334,UK,
Exams Officer UK Webinar - March 13 2025,3/11/25 11:14,3/13/25 14:00,3/13/25 15:00,Completed,100,60,,37325,UK,Thank you for attending our EO Webinar for March 2025
Exams Officer UK Webinar - September 26 2024,9/20/24 13:35,9/26/24 13:00,9/26/24 14:00,Completed,100,60,,37325,UK,
Exams Officer UK Webinar - March 13 2025,1/28/25 15:52,,,Not Started,0,0,,70592,UK,
Recording of the EO International Webinar - 13 February 2025,2/7/25 14:32,2/13/25 9:00,2/13/25 10:00,Completed,0,60,,92852,Hong Kong,
Exams Officer UK Webinar - May 1st 2025,4/28/25 10:13,,,Not Started,0,0,,64012,UK,
Centre Declaration of Interest,10/24/24 11:49,10/24/24 11:50,10/24/24 11:50,Completed,100,19,,67222,UK,
Exams Officer UK Webinar - April 3rd 2025,4/1/25 7:51,,,Not Started,0,0,,42357,UK,
BTEC Bitesize: Entries & External Assessments (2024/25),3/3/25 14:19,3/3/25 14:19,,In Progress,0,60.65,0,,UK,
ResultsPlus: Accessing individual student results,9/26/24 10:44,9/26/24 10:44,,In Progress,0,16.12,,,UK,
Exams Officer UK Webinar - September 26 2024,9/24/24 9:27,9/26/24 13:00,9/26/24 14:00,Completed,100,60,,68112A,UK,
Exams Officer UK Webinar - March 13 2025,3/11/25 11:09,,,Not Started,0,0,,27151,UK,
Exams Officer UK Webinar - May 1st 2025,4/28/25 8:32,,,Not Started,0,0,,27151,UK,
Recording of Exams Officer UK Webinar - December 2024,5/6/25 12:13,5/6/25 12:14,,In Progress,0,2685.65,,65322,UK,
Exams Officer UK Webinar - March 13 2025,2/27/25 7:29,3/13/25 14:00,3/13/25 15:00,Completed,100,60,,54365,UK,Thank you for attending our EO Webinar for March 2025
Exams Officer UK Webinar - November 14 2024,9/30/24 8:35,,,Not Started,0,0,,54365,UK,
Exams Officer UK Webinar - September 26 2024,9/20/24 13:42,,,Not Started,0,0,,54365,UK,
BTEC Bitesize Module 1: Intro to BTEC (2023/24),2/12/24 12:49,2/12/24 12:49,2/12/24 12:50,Completed,100,1.5,4,,UK,
BTEC Bitesize Module 2: Registrations (2023/24),2/12/24 12:51,2/12/24 12:51,2/12/24 12:52,Completed,100,0,3,,UK,
BTEC Bitesize Module 3: Entries & External Assessments (2023/24),2/12/24 12:52,2/12/24 12:52,,In Progress,0,0,,,UK,
BTEC Bitesize Module 4: BTEC Amendments (2023/24) UK centres,2/12/24 12:54,2/12/24 12:54,2/12/24 12:54,Completed,100,0,3,,UK,
BTEC Bitesize Module 5: Modified Papers (2023/24) UK centres,2/12/24 12:55,2/12/24 12:55,2/12/24 12:56,Completed,100,1.92,4,,UK,
BTEC Bitesize Module 6: Access Arrangements (2023/24) UK centres,2/12/24 12:57,2/12/24 12:57,,In Progress,0,0,,,UK,
BTEC Bitesize Module 7: Exam Administration (2023/24),2/28/24 13:29,,,Not Started,0,0,,,UK,
BTEC Bitesize: Modified Papers (2024/25) UK centres,12/18/24 8:21,12/18/24 12:01,,In Progress,0,34.07,,,UK,
GQ Bitesize (UK) Access Arrangements  2024/2025,12/18/24 8:21,,,Not Started,0,0,,,UK,
GQ Bitesize (UK) Modified Papers 2024/2025,12/17/24 10:28,12/17/24 10:28,12/17/24 11:11,Completed,100,45.37,40,,UK,
GQ Bitesize (UK) Module 1: Entries  2023/2024,2/12/24 12:59,2/12/24 12:59,,In Progress,0,0,2,,UK,
GQ Bitesize (UK) Module 2: Modified Papers 2023/2024,2/12/24 13:01,2/12/24 13:01,2/12/24 13:01,Completed,100,0,4,,UK,
GQ Bitesize (UK) Module 3: Access Arrangements  2023/2024,2/12/24 13:01,2/12/24 13:01,,In Progress,0,5.1,0,,UK,
Learner Work Transfer - January 2024 Session ,1/3/24 9:49,2/12/24 13:02,1/3/24 11:20,Completed,100,18.47,9,,UK,
Centre Declaration of Interest,3/12/25 16:12,3/12/25 16:12,3/12/25 16:12,Completed,100,4,,94568,Spain,
Welcome to Pearson - New to role Exams Officer (International),10/8/24 6:55,10/8/24 6:55,10/8/24 7:30,Completed,100,78.86,,94568,Spain,
Welcome to Pearson - New to role Exams Officer ,10/24/24 11:20,,,Not Started,0,0,,65337,UK,
Centre Declaration of Interest,12/19/24 12:04,12/19/24 12:05,12/19/24 12:05,Completed,100,0.27,,64195,UK,
Exams Officer UK Webinar - October 17 2024,10/8/24 14:38,,,Not Started,0,0,,64195,UK,
GQ Bitesize (UK) Question Paper Security 2024/2025,12/19/24 11:46,12/19/24 11:48,12/19/24 11:58,Completed,100,10.45,40,64195,UK,
Exams Officer UK Webinar - October 17 2024,10/17/24 7:03,,,Not Started,0,0,,68505,UK,
